,neighborhood,date,type,number,price
0,North Park,2015-05-23,3 Bedroom Properties,3,284492
0,North Park,2015-05-23,4 Bedroom Properties,4,608846
0,North Park,2015-05-23,4 Bedroom Properties,4,621385
0,North Park,2015-05-23,5 Bedroom Properties,2,564385
0,North Park,2015-05-23,5 Bedroom Properties,2,564385
0,North Park,2015-05-23,All Properties,7,529367
0,North Park,2015-05-23,2 Bedroom Properties,2,193867
0,North Park,2015-05-23,3 Bedroom Properties,4,284279
0,North Park,2015-05-23,3 Bedroom Properties,3,284492
0,North Park,2015-05-23,4 Bedroom Properties,4,608846
0,North Park,2015-05-23,4 Bedroom Properties,4,621385
0,North Park,2015-05-23,5 Bedroom Properties,2,564385
0,North Park,2015-05-23,5 Bedroom Properties,2,564385
0,North Park,2015-05-23,All Properties,12,461572
0,North Park,2015-05-23,2 Bedroom Properties,2,193867
0,North Park,2015-05-23,3 Bedroom Properties,4,284279
0,North Park,2015-05-23,3 Bedroom Properties,3,284492
0,North Park,2015-05-23,4 Bedroom Properties,4,608846
0,North Park,2015-05-23,4 Bedroom Properties,4,621385
0,North Park,2015-05-23,5 Bedroom Properties,2,564385
0,North Park,2015-05-23,5 Bedroom Properties,2,564385
0,North Park,2015-05-30,All Properties,25,347740
0,North Park,2015-05-30,1 Bedroom Properties,2,110900
0,North Park,2015-05-30,2 Bedroom Properties,9,165253
0,North Park,2015-05-30,3 Bedroom Properties,2,299900
0,North Park,2015-05-30,3 Bedroom Properties,7,447229
0,North Park,2015-05-30,3 Bedroom Properties,8,451207
0,North Park,2015-05-30,3 Bedroom Properties,6,481783
0,North Park,2015-05-30,4 Bedroom Properties,4,560928
0,North Park,2015-05-30,4 Bedroom Properties,3,659000
0,North Park,2015-05-30,5 Bedroom Properties,2,564385
0,North Park,2015-05-30,5 Bedroom Properties,2,613424
0,North Park,2015-05-30,All Properties,26,341407
0,North Park,2015-05-30,1 Bedroom Properties,2,110900
0,North Park,2015-05-30,2 Bedroom Properties,9,165253
0,North Park,2015-05-30,3 Bedroom Properties,2,299900
0,North Park,2015-05-30,3 Bedroom Properties,7,447229
0,North Park,2015-05-30,3 Bedroom Properties,8,451207
0,North Park,2015-05-30,3 Bedroom Properties,6,481783
0,North Park,2015-05-30,4 Bedroom Properties,4,560928
0,North Park,2015-05-30,4 Bedroom Properties,3,659000
0,North Park,2015-05-30,5 Bedroom Properties,2,564385
0,North Park,2015-05-30,5 Bedroom Properties,2,613424
0,North Park,2015-05-30,All Properties,8,471946
0,North Park,2015-05-30,1 Bedroom Properties,2,110900
0,North Park,2015-05-30,2 Bedroom Properties,9,165253
0,North Park,2015-05-30,3 Bedroom Properties,2,299900
0,North Park,2015-05-30,3 Bedroom Properties,7,447229
0,North Park,2015-05-30,3 Bedroom Properties,8,451207
0,North Park,2015-05-30,3 Bedroom Properties,6,481783
0,North Park,2015-05-30,4 Bedroom Properties,4,560928
0,North Park,2015-05-30,4 Bedroom Properties,3,659000
0,North Park,2015-05-30,5 Bedroom Properties,2,564385
0,North Park,2015-05-30,5 Bedroom Properties,2,613424
0,North Park,2015-05-30,All Properties,24,343173
0,North Park,2015-05-30,1 Bedroom Properties,2,110900
0,North Park,2015-05-30,2 Bedroom Properties,9,165253
0,North Park,2015-05-30,3 Bedroom Properties,2,299900
0,North Park,2015-05-30,3 Bedroom Properties,7,447229
0,North Park,2015-05-30,3 Bedroom Properties,8,451207
0,North Park,2015-05-30,3 Bedroom Properties,6,481783
0,North Park,2015-05-30,4 Bedroom Properties,4,560928
0,North Park,2015-05-30,4 Bedroom Properties,3,659000
0,North Park,2015-05-30,5 Bedroom Properties,2,564385
0,North Park,2015-05-30,5 Bedroom Properties,2,613424
0,North Park,2015-06-06,All Properties,27,307105
0,North Park,2015-06-06,1 Bedroom Properties,3,110080
0,North Park,2015-06-06,2 Bedroom Properties,10,175882
0,North Park,2015-06-06,3 Bedroom Properties,10,424918
0,North Park,2015-06-06,4 Bedroom Properties,4,486767
0,North Park,2015-06-06,4 Bedroom Properties,4,495553
0,North Park,2015-06-06,5 Bedroom Properties,1,619770
0,North Park,2015-06-06,All Properties,24,330899
0,North Park,2015-06-06,1 Bedroom Properties,3,110080
0,North Park,2015-06-06,2 Bedroom Properties,10,175882
0,North Park,2015-06-06,3 Bedroom Properties,10,424918
0,North Park,2015-06-06,4 Bedroom Properties,4,486767
0,North Park,2015-06-06,4 Bedroom Properties,4,495553
0,North Park,2015-06-06,5 Bedroom Properties,1,619770
0,North Park,2015-06-06,All Properties,30,318143
0,North Park,2015-06-06,1 Bedroom Properties,3,110080
0,North Park,2015-06-06,2 Bedroom Properties,10,175882
0,North Park,2015-06-06,3 Bedroom Properties,10,424918
0,North Park,2015-06-06,4 Bedroom Properties,4,486767
0,North Park,2015-06-06,4 Bedroom Properties,4,495553
0,North Park,2015-06-06,5 Bedroom Properties,1,619770
0,North Park,2015-06-13,All Properties,32,335163
0,North Park,2015-06-13,1 Bedroom Properties,3,120000
0,North Park,2015-06-13,1 Bedroom Properties,3,120000
0,North Park,2015-06-13,2 Bedroom Properties,7,185923
0,North Park,2015-06-13,2 Bedroom Properties,8,174257
0,North Park,2015-06-13,3 Bedroom Properties,15,393576
0,North Park,2015-06-13,3 Bedroom Properties,15,407239
0,North Park,2015-06-13,3 Bedroom Properties,16,389025
0,North Park,2015-06-13,4 Bedroom Properties,4,500950
0,North Park,2015-06-13,4 Bedroom Properties,4,499487
0,North Park,2015-06-13,4 Bedroom Properties,4,499487
0,North Park,2015-06-13,5 Bedroom Properties,2,542078
0,North Park,2015-06-13,7 Bedroom Properties,1,519900
0,North Park,2015-06-13,All Properties,33,332653
0,North Park,2015-06-13,1 Bedroom Properties,3,120000
0,North Park,2015-06-13,1 Bedroom Properties,3,120000
0,North Park,2015-06-13,2 Bedroom Properties,7,185923
0,North Park,2015-06-13,2 Bedroom Properties,8,174257
0,North Park,2015-06-13,3 Bedroom Properties,15,393576
0,North Park,2015-06-13,3 Bedroom Properties,15,407239
0,North Park,2015-06-13,3 Bedroom Properties,16,389025
0,North Park,2015-06-13,4 Bedroom Properties,4,500950
0,North Park,2015-06-13,4 Bedroom Properties,4,499487
0,North Park,2015-06-13,4 Bedroom Properties,4,499487
0,North Park,2015-06-13,5 Bedroom Properties,2,542078
0,North Park,2015-06-13,7 Bedroom Properties,1,519900
0,North Park,2015-06-20,All Properties,39,332689
0,North Park,2015-06-20,1 Bedroom Properties,3,120000
0,North Park,2015-06-20,1 Bedroom Properties,3,120000
0,North Park,2015-06-20,2 Bedroom Properties,9,215576
0,North Park,2015-06-20,2 Bedroom Properties,8,197712
0,North Park,2015-06-20,2 Bedroom Properties,8,194242
0,North Park,2015-06-20,3 Bedroom Properties,16,378113
0,North Park,2015-06-20,3 Bedroom Properties,14,340923
0,North Park,2015-06-20,3 Bedroom Properties,16,378105
0,North Park,2015-06-20,3 Bedroom Properties,15,361161
0,North Park,2015-06-20,4 Bedroom Properties,8,436338
0,North Park,2015-06-20,4 Bedroom Properties,6,459992
0,North Park,2015-06-20,4 Bedroom Properties,7,442733
0,North Park,2015-06-20,7 Bedroom Properties,1,519900
0,North Park,2015-06-20,All Properties,31,318472
0,North Park,2015-06-20,1 Bedroom Properties,3,120000
0,North Park,2015-06-20,1 Bedroom Properties,3,120000
0,North Park,2015-06-20,2 Bedroom Properties,9,215576
0,North Park,2015-06-20,2 Bedroom Properties,8,197712
0,North Park,2015-06-20,2 Bedroom Properties,8,194242
0,North Park,2015-06-20,3 Bedroom Properties,16,378113
0,North Park,2015-06-20,3 Bedroom Properties,14,340923
0,North Park,2015-06-20,3 Bedroom Properties,16,378105
0,North Park,2015-06-20,3 Bedroom Properties,15,361161
0,North Park,2015-06-20,4 Bedroom Properties,8,436338
0,North Park,2015-06-20,4 Bedroom Properties,6,459992
0,North Park,2015-06-20,4 Bedroom Properties,7,442733
0,North Park,2015-06-20,7 Bedroom Properties,1,519900
0,North Park,2015-06-20,All Properties,35,330321
0,North Park,2015-06-20,1 Bedroom Properties,3,120000
0,North Park,2015-06-20,1 Bedroom Properties,3,120000
0,North Park,2015-06-20,2 Bedroom Properties,9,215576
0,North Park,2015-06-20,2 Bedroom Properties,8,197712
0,North Park,2015-06-20,2 Bedroom Properties,8,194242
0,North Park,2015-06-20,3 Bedroom Properties,16,378113
0,North Park,2015-06-20,3 Bedroom Properties,14,340923
0,North Park,2015-06-20,3 Bedroom Properties,16,378105
0,North Park,2015-06-20,3 Bedroom Properties,15,361161
0,North Park,2015-06-20,4 Bedroom Properties,8,436338
0,North Park,2015-06-20,4 Bedroom Properties,6,459992
0,North Park,2015-06-20,4 Bedroom Properties,7,442733
0,North Park,2015-06-20,7 Bedroom Properties,1,519900
0,North Park,2015-06-27,All Properties,32,327764
0,North Park,2015-06-27,1 Bedroom Properties,3,113990
0,North Park,2015-06-27,1 Bedroom Properties,4,112488
0,North Park,2015-06-27,2 Bedroom Properties,8,205962
0,North Park,2015-06-27,2 Bedroom Properties,8,205241
0,North Park,2015-06-27,2 Bedroom Properties,8,205962
0,North Park,2015-06-27,3 Bedroom Properties,15,461405
0,North Park,2015-06-27,3 Bedroom Properties,16,448979
0,North Park,2015-06-27,3 Bedroom Properties,14,392782
0,North Park,2015-06-27,4 Bedroom Properties,8,416226
0,North Park,2015-06-27,4 Bedroom Properties,7,425075
0,North Park,2015-06-27,7 Bedroom Properties,1,519900
0,North Park,2015-06-27,All Properties,37,346072
0,North Park,2015-06-27,1 Bedroom Properties,3,113990
0,North Park,2015-06-27,1 Bedroom Properties,4,112488
0,North Park,2015-06-27,2 Bedroom Properties,8,205962
0,North Park,2015-06-27,2 Bedroom Properties,8,205241
0,North Park,2015-06-27,2 Bedroom Properties,8,205962
0,North Park,2015-06-27,3 Bedroom Properties,15,461405
0,North Park,2015-06-27,3 Bedroom Properties,16,448979
0,North Park,2015-06-27,3 Bedroom Properties,14,392782
0,North Park,2015-06-27,4 Bedroom Properties,8,416226
0,North Park,2015-06-27,4 Bedroom Properties,7,425075
0,North Park,2015-06-27,7 Bedroom Properties,1,519900
0,North Park,2015-07-04,All Properties,40,349730
0,North Park,2015-07-04,1 Bedroom Properties,5,107121
0,North Park,2015-07-04,1 Bedroom Properties,5,106585
0,North Park,2015-07-04,2 Bedroom Properties,9,180089
0,North Park,2015-07-04,2 Bedroom Properties,11,186336
0,North Park,2015-07-04,2 Bedroom Properties,7,205366
0,North Park,2015-07-04,3 Bedroom Properties,18,435471
0,North Park,2015-07-04,3 Bedroom Properties,15,447586
0,North Park,2015-07-04,3 Bedroom Properties,13,448498
0,North Park,2015-07-04,4 Bedroom Properties,8,447975
0,North Park,2015-07-04,4 Bedroom Properties,6,422633
0,North Park,2015-07-04,4 Bedroom Properties,7,420555
0,North Park,2015-07-04,4 Bedroom Properties,8,432356
0,North Park,2015-07-04,5 Bedroom Properties,1,599750
0,North Park,2015-07-04,7 Bedroom Properties,1,519900
0,North Park,2015-07-04,All Properties,38,341547
0,North Park,2015-07-04,1 Bedroom Properties,5,107121
0,North Park,2015-07-04,1 Bedroom Properties,5,106585
0,North Park,2015-07-04,2 Bedroom Properties,9,180089
0,North Park,2015-07-04,2 Bedroom Properties,11,186336
0,North Park,2015-07-04,2 Bedroom Properties,7,205366
0,North Park,2015-07-04,3 Bedroom Properties,18,435471
0,North Park,2015-07-04,3 Bedroom Properties,15,447586
0,North Park,2015-07-04,3 Bedroom Properties,13,448498
0,North Park,2015-07-04,4 Bedroom Properties,8,447975
0,North Park,2015-07-04,4 Bedroom Properties,6,422633
0,North Park,2015-07-04,4 Bedroom Properties,7,420555
0,North Park,2015-07-04,4 Bedroom Properties,8,432356
0,North Park,2015-07-04,5 Bedroom Properties,1,599750
0,North Park,2015-07-04,7 Bedroom Properties,1,519900
0,North Park,2015-07-04,All Properties,36,352115
0,North Park,2015-07-04,1 Bedroom Properties,5,107121
0,North Park,2015-07-04,1 Bedroom Properties,5,106585
0,North Park,2015-07-04,2 Bedroom Properties,9,180089
0,North Park,2015-07-04,2 Bedroom Properties,11,186336
0,North Park,2015-07-04,2 Bedroom Properties,7,205366
0,North Park,2015-07-04,3 Bedroom Properties,18,435471
0,North Park,2015-07-04,3 Bedroom Properties,15,447586
0,North Park,2015-07-04,3 Bedroom Properties,13,448498
0,North Park,2015-07-04,4 Bedroom Properties,8,447975
0,North Park,2015-07-04,4 Bedroom Properties,6,422633
0,North Park,2015-07-04,4 Bedroom Properties,7,420555
0,North Park,2015-07-04,4 Bedroom Properties,8,432356
0,North Park,2015-07-04,5 Bedroom Properties,1,599750
0,North Park,2015-07-04,7 Bedroom Properties,1,519900
0,North Park,2015-07-11,All Properties,30,370514
0,North Park,2015-07-11,1 Bedroom Properties,5,102185
0,North Park,2015-07-11,1 Bedroom Properties,4,104975
0,North Park,2015-07-11,2 Bedroom Properties,5,196625
0,North Park,2015-07-11,2 Bedroom Properties,5,218072
0,North Park,2015-07-11,3 Bedroom Properties,12,464502
0,North Park,2015-07-11,3 Bedroom Properties,13,498613
0,North Park,2015-07-11,3 Bedroom Properties,13,476526
0,North Park,2015-07-11,4 Bedroom Properties,6,422861
0,North Park,2015-07-11,4 Bedroom Properties,6,422633
0,North Park,2015-07-11,4 Bedroom Properties,7,419257
0,North Park,2015-07-11,4 Bedroom Properties,7,419257
0,North Park,2015-07-11,5 Bedroom Properties,1,583357
0,North Park,2015-07-11,7 Bedroom Properties,1,519900
0,North Park,2015-07-11,All Properties,34,363806
0,North Park,2015-07-11,1 Bedroom Properties,5,102185
0,North Park,2015-07-11,1 Bedroom Properties,4,104975
0,North Park,2015-07-11,2 Bedroom Properties,5,196625
0,North Park,2015-07-11,2 Bedroom Properties,5,218072
0,North Park,2015-07-11,3 Bedroom Properties,12,464502
0,North Park,2015-07-11,3 Bedroom Properties,13,498613
0,North Park,2015-07-11,3 Bedroom Properties,13,476526
0,North Park,2015-07-11,4 Bedroom Properties,6,422861
0,North Park,2015-07-11,4 Bedroom Properties,6,422633
0,North Park,2015-07-11,4 Bedroom Properties,7,419257
0,North Park,2015-07-11,4 Bedroom Properties,7,419257
0,North Park,2015-07-11,5 Bedroom Properties,1,583357
0,North Park,2015-07-11,7 Bedroom Properties,1,519900
0,North Park,2015-07-11,All Properties,31,385743
0,North Park,2015-07-11,1 Bedroom Properties,5,102185
0,North Park,2015-07-11,1 Bedroom Properties,4,104975
0,North Park,2015-07-11,2 Bedroom Properties,5,196625
0,North Park,2015-07-11,2 Bedroom Properties,5,218072
0,North Park,2015-07-11,3 Bedroom Properties,12,464502
0,North Park,2015-07-11,3 Bedroom Properties,13,498613
0,North Park,2015-07-11,3 Bedroom Properties,13,476526
0,North Park,2015-07-11,4 Bedroom Properties,6,422861
0,North Park,2015-07-11,4 Bedroom Properties,6,422633
0,North Park,2015-07-11,4 Bedroom Properties,7,419257
0,North Park,2015-07-11,4 Bedroom Properties,7,419257
0,North Park,2015-07-11,5 Bedroom Properties,1,583357
0,North Park,2015-07-11,7 Bedroom Properties,1,519900
0,North Park,2015-07-11,All Properties,30,371131
0,North Park,2015-07-11,1 Bedroom Properties,5,102185
0,North Park,2015-07-11,1 Bedroom Properties,4,104975
0,North Park,2015-07-11,2 Bedroom Properties,5,196625
0,North Park,2015-07-11,2 Bedroom Properties,5,218072
0,North Park,2015-07-11,3 Bedroom Properties,12,464502
0,North Park,2015-07-11,3 Bedroom Properties,13,498613
0,North Park,2015-07-11,3 Bedroom Properties,13,476526
0,North Park,2015-07-11,4 Bedroom Properties,6,422861
0,North Park,2015-07-11,4 Bedroom Properties,6,422633
0,North Park,2015-07-11,4 Bedroom Properties,7,419257
0,North Park,2015-07-11,4 Bedroom Properties,7,419257
0,North Park,2015-07-11,5 Bedroom Properties,1,583357
0,North Park,2015-07-11,7 Bedroom Properties,1,519900
0,North Park,2015-07-18,All Properties,31,378630
0,North Park,2015-07-18,1 Bedroom Properties,5,105248
0,North Park,2015-07-18,1 Bedroom Properties,4,113610
0,North Park,2015-07-18,2 Bedroom Properties,4,211269
0,North Park,2015-07-18,3 Bedroom Properties,13,508979
0,North Park,2015-07-18,3 Bedroom Properties,13,512743
0,North Park,2015-07-18,3 Bedroom Properties,13,480670
0,North Park,2015-07-18,4 Bedroom Properties,6,427633
0,North Park,2015-07-18,4 Bedroom Properties,6,388174
0,North Park,2015-07-18,4 Bedroom Properties,8,468615
0,North Park,2015-07-18,5 Bedroom Properties,2,533095
0,North Park,2015-07-18,All Properties,33,398271
0,North Park,2015-07-18,1 Bedroom Properties,5,105248
0,North Park,2015-07-18,1 Bedroom Properties,4,113610
0,North Park,2015-07-18,2 Bedroom Properties,4,211269
0,North Park,2015-07-18,3 Bedroom Properties,13,508979
0,North Park,2015-07-18,3 Bedroom Properties,13,512743
0,North Park,2015-07-18,3 Bedroom Properties,13,480670
0,North Park,2015-07-18,4 Bedroom Properties,6,427633
0,North Park,2015-07-18,4 Bedroom Properties,6,388174
0,North Park,2015-07-18,4 Bedroom Properties,8,468615
0,North Park,2015-07-18,5 Bedroom Properties,2,533095
0,North Park,2015-07-18,All Properties,29,379687
0,North Park,2015-07-18,1 Bedroom Properties,5,105248
0,North Park,2015-07-18,1 Bedroom Properties,4,113610
0,North Park,2015-07-18,2 Bedroom Properties,4,211269
0,North Park,2015-07-18,3 Bedroom Properties,13,508979
0,North Park,2015-07-18,3 Bedroom Properties,13,512743
0,North Park,2015-07-18,3 Bedroom Properties,13,480670
0,North Park,2015-07-18,4 Bedroom Properties,6,427633
0,North Park,2015-07-18,4 Bedroom Properties,6,388174
0,North Park,2015-07-18,4 Bedroom Properties,8,468615
0,North Park,2015-07-18,5 Bedroom Properties,2,533095
0,North Park,2015-07-18,All Properties,27,405454
0,North Park,2015-07-18,1 Bedroom Properties,5,105248
0,North Park,2015-07-18,1 Bedroom Properties,4,113610
0,North Park,2015-07-18,2 Bedroom Properties,4,211269
0,North Park,2015-07-18,3 Bedroom Properties,13,508979
0,North Park,2015-07-18,3 Bedroom Properties,13,512743
0,North Park,2015-07-18,3 Bedroom Properties,13,480670
0,North Park,2015-07-18,4 Bedroom Properties,6,427633
0,North Park,2015-07-18,4 Bedroom Properties,6,388174
0,North Park,2015-07-18,4 Bedroom Properties,8,468615
0,North Park,2015-07-18,5 Bedroom Properties,2,533095
0,North Park,2015-07-25,All Properties,22,386557
0,North Park,2015-07-25,1 Bedroom Properties,3,125000
0,North Park,2015-07-25,1 Bedroom Properties,3,100000
0,North Park,2015-07-25,2 Bedroom Properties,4,184607
0,North Park,2015-07-25,3 Bedroom Properties,7,384829
0,North Park,2015-07-25,3 Bedroom Properties,9,425834
0,North Park,2015-07-25,4 Bedroom Properties,6,539480
0,North Park,2015-07-25,4 Bedroom Properties,8,533430
0,North Park,2015-07-25,5 Bedroom Properties,2,496601
0,North Park,2015-07-25,All Properties,33,399162
0,North Park,2015-07-25,1 Bedroom Properties,3,125000
0,North Park,2015-07-25,1 Bedroom Properties,3,100000
0,North Park,2015-07-25,2 Bedroom Properties,4,184607
0,North Park,2015-07-25,3 Bedroom Properties,7,384829
0,North Park,2015-07-25,3 Bedroom Properties,9,425834
0,North Park,2015-07-25,4 Bedroom Properties,6,539480
0,North Park,2015-07-25,4 Bedroom Properties,8,533430
0,North Park,2015-07-25,5 Bedroom Properties,2,496601
0,North Park,2015-07-25,All Properties,17,420115
0,North Park,2015-07-25,1 Bedroom Properties,3,125000
0,North Park,2015-07-25,1 Bedroom Properties,3,100000
0,North Park,2015-07-25,2 Bedroom Properties,4,184607
0,North Park,2015-07-25,3 Bedroom Properties,7,384829
0,North Park,2015-07-25,3 Bedroom Properties,9,425834
0,North Park,2015-07-25,4 Bedroom Properties,6,539480
0,North Park,2015-07-25,4 Bedroom Properties,8,533430
0,North Park,2015-07-25,5 Bedroom Properties,2,496601
0,North Park,2015-08-01,All Properties,9,460740
0,North Park,2015-08-01,2 Bedroom Properties,1,65000
0,North Park,2015-08-01,3 Bedroom Properties,3,459633
0,North Park,2015-08-01,3 Bedroom Properties,4,439682
0,North Park,2015-08-01,4 Bedroom Properties,5,516436
0,North Park,2015-08-01,4 Bedroom Properties,4,456950
0,North Park,2015-08-01,4 Bedroom Properties,4,456950
0,North Park,2015-08-01,5 Bedroom Properties,1,460000
0,North Park,2015-08-01,All Properties,10,452871
0,North Park,2015-08-01,2 Bedroom Properties,1,65000
0,North Park,2015-08-01,3 Bedroom Properties,3,459633
0,North Park,2015-08-01,3 Bedroom Properties,4,439682
0,North Park,2015-08-01,4 Bedroom Properties,5,516436
0,North Park,2015-08-01,4 Bedroom Properties,4,456950
0,North Park,2015-08-01,4 Bedroom Properties,4,456950
0,North Park,2015-08-01,5 Bedroom Properties,1,460000
0,North Park,2015-08-08,All Properties,7,458100
0,North Park,2015-08-08,3 Bedroom Properties,1,804750
0,North Park,2015-08-08,3 Bedroom Properties,3,459633
0,North Park,2015-08-08,4 Bedroom Properties,3,502933
0,North Park,2015-08-08,4 Bedroom Properties,1,799900
0,North Park,2015-08-08,4 Bedroom Properties,3,472404
0,North Park,2015-08-08,All Properties,3,671902
0,North Park,2015-08-08,3 Bedroom Properties,1,804750
0,North Park,2015-08-08,3 Bedroom Properties,3,459633
0,North Park,2015-08-08,4 Bedroom Properties,3,502933
0,North Park,2015-08-08,4 Bedroom Properties,1,799900
0,North Park,2015-08-08,4 Bedroom Properties,3,472404
0,North Park,2015-08-08,All Properties,7,469692
0,North Park,2015-08-08,3 Bedroom Properties,1,804750
0,North Park,2015-08-08,3 Bedroom Properties,3,459633
0,North Park,2015-08-08,4 Bedroom Properties,3,502933
0,North Park,2015-08-08,4 Bedroom Properties,1,799900
0,North Park,2015-08-08,4 Bedroom Properties,3,472404
0,Norwood Park,2014-08-23,All Properties,154,362110
0,Norwood Park,2014-08-23,1 Bedroom Properties,3,141936
0,Norwood Park,2014-08-23,2 Bedroom Properties,31,239761
0,Norwood Park,2014-08-23,2 Bedroom Properties,30,237376
0,Norwood Park,2014-08-23,3 Bedroom Properties,69,332787
0,Norwood Park,2014-08-23,3 Bedroom Properties,65,328873
0,Norwood Park,2014-08-23,4 Bedroom Properties,32,440065
0,Norwood Park,2014-08-23,4 Bedroom Properties,35,440983
0,Norwood Park,2014-08-23,4 Bedroom Properties,34,440872
0,Norwood Park,2014-08-23,5 Bedroom Properties,12,569034
0,Norwood Park,2014-08-23,5 Bedroom Properties,13,589823
0,Norwood Park,2014-08-23,6 Bedroom Properties,4,725399
0,Norwood Park,2014-08-23,6 Bedroom Properties,4,730425
0,Norwood Park,2014-08-23,All Properties,149,364565
0,Norwood Park,2014-08-23,1 Bedroom Properties,3,141936
0,Norwood Park,2014-08-23,2 Bedroom Properties,31,239761
0,Norwood Park,2014-08-23,2 Bedroom Properties,30,237376
0,Norwood Park,2014-08-23,3 Bedroom Properties,69,332787
0,Norwood Park,2014-08-23,3 Bedroom Properties,65,328873
0,Norwood Park,2014-08-23,4 Bedroom Properties,32,440065
0,Norwood Park,2014-08-23,4 Bedroom Properties,35,440983
0,Norwood Park,2014-08-23,4 Bedroom Properties,34,440872
0,Norwood Park,2014-08-23,5 Bedroom Properties,12,569034
0,Norwood Park,2014-08-23,5 Bedroom Properties,13,589823
0,Norwood Park,2014-08-23,6 Bedroom Properties,4,725399
0,Norwood Park,2014-08-23,6 Bedroom Properties,4,730425
0,Norwood Park,2014-08-23,All Properties,148,360854
0,Norwood Park,2014-08-23,1 Bedroom Properties,3,141936
0,Norwood Park,2014-08-23,2 Bedroom Properties,31,239761
0,Norwood Park,2014-08-23,2 Bedroom Properties,30,237376
0,Norwood Park,2014-08-23,3 Bedroom Properties,69,332787
0,Norwood Park,2014-08-23,3 Bedroom Properties,65,328873
0,Norwood Park,2014-08-23,4 Bedroom Properties,32,440065
0,Norwood Park,2014-08-23,4 Bedroom Properties,35,440983
0,Norwood Park,2014-08-23,4 Bedroom Properties,34,440872
0,Norwood Park,2014-08-23,5 Bedroom Properties,12,569034
0,Norwood Park,2014-08-23,5 Bedroom Properties,13,589823
0,Norwood Park,2014-08-23,6 Bedroom Properties,4,725399
0,Norwood Park,2014-08-23,6 Bedroom Properties,4,730425
0,Norwood Park,2014-08-30,All Properties,159,359741
0,Norwood Park,2014-08-30,1 Bedroom Properties,4,151440
0,Norwood Park,2014-08-30,2 Bedroom Properties,31,236235
0,Norwood Park,2014-08-30,2 Bedroom Properties,29,233929
0,Norwood Park,2014-08-30,3 Bedroom Properties,79,337333
0,Norwood Park,2014-08-30,3 Bedroom Properties,86,331814
0,Norwood Park,2014-08-30,3 Bedroom Properties,81,336273
0,Norwood Park,2014-08-30,4 Bedroom Properties,33,453627
0,Norwood Park,2014-08-30,4 Bedroom Properties,33,456541
0,Norwood Park,2014-08-30,4 Bedroom Properties,34,461066
0,Norwood Park,2014-08-30,5 Bedroom Properties,10,546890
0,Norwood Park,2014-08-30,5 Bedroom Properties,10,547057
0,Norwood Park,2014-08-30,5 Bedroom Properties,11,541827
0,Norwood Park,2014-08-30,6 Bedroom Properties,5,709030
0,Norwood Park,2014-08-30,6 Bedroom Properties,5,708832
0,Norwood Park,2014-08-30,All Properties,166,357713
0,Norwood Park,2014-08-30,1 Bedroom Properties,4,151440
0,Norwood Park,2014-08-30,2 Bedroom Properties,31,236235
0,Norwood Park,2014-08-30,2 Bedroom Properties,29,233929
0,Norwood Park,2014-08-30,3 Bedroom Properties,79,337333
0,Norwood Park,2014-08-30,3 Bedroom Properties,86,331814
0,Norwood Park,2014-08-30,3 Bedroom Properties,81,336273
0,Norwood Park,2014-08-30,4 Bedroom Properties,33,453627
0,Norwood Park,2014-08-30,4 Bedroom Properties,33,456541
0,Norwood Park,2014-08-30,4 Bedroom Properties,34,461066
0,Norwood Park,2014-08-30,5 Bedroom Properties,10,546890
0,Norwood Park,2014-08-30,5 Bedroom Properties,10,547057
0,Norwood Park,2014-08-30,5 Bedroom Properties,11,541827
0,Norwood Park,2014-08-30,6 Bedroom Properties,5,709030
0,Norwood Park,2014-08-30,6 Bedroom Properties,5,708832
0,Norwood Park,2014-08-30,All Properties,166,362049
0,Norwood Park,2014-08-30,1 Bedroom Properties,4,151440
0,Norwood Park,2014-08-30,2 Bedroom Properties,31,236235
0,Norwood Park,2014-08-30,2 Bedroom Properties,29,233929
0,Norwood Park,2014-08-30,3 Bedroom Properties,79,337333
0,Norwood Park,2014-08-30,3 Bedroom Properties,86,331814
0,Norwood Park,2014-08-30,3 Bedroom Properties,81,336273
0,Norwood Park,2014-08-30,4 Bedroom Properties,33,453627
0,Norwood Park,2014-08-30,4 Bedroom Properties,33,456541
0,Norwood Park,2014-08-30,4 Bedroom Properties,34,461066
0,Norwood Park,2014-08-30,5 Bedroom Properties,10,546890
0,Norwood Park,2014-08-30,5 Bedroom Properties,10,547057
0,Norwood Park,2014-08-30,5 Bedroom Properties,11,541827
0,Norwood Park,2014-08-30,6 Bedroom Properties,5,709030
0,Norwood Park,2014-08-30,6 Bedroom Properties,5,708832
0,Norwood Park,2014-09-06,All Properties,156,349192
0,Norwood Park,2014-09-06,1 Bedroom Properties,5,158760
0,Norwood Park,2014-09-06,1 Bedroom Properties,5,158265
0,Norwood Park,2014-09-06,2 Bedroom Properties,26,233023
0,Norwood Park,2014-09-06,2 Bedroom Properties,27,233365
0,Norwood Park,2014-09-06,2 Bedroom Properties,26,230509
0,Norwood Park,2014-09-06,3 Bedroom Properties,79,332962
0,Norwood Park,2014-09-06,3 Bedroom Properties,81,331242
0,Norwood Park,2014-09-06,3 Bedroom Properties,77,335374
0,Norwood Park,2014-09-06,4 Bedroom Properties,34,440291
0,Norwood Park,2014-09-06,4 Bedroom Properties,33,444177
0,Norwood Park,2014-09-06,4 Bedroom Properties,36,439083
